"Index Name","Date","P/E","P/B","Div Yield %"
"NIFTY SMALLCAP 250","10 May 2024","26.96","3.88",".88"
"NIFTY SMALLCAP 250","09 May 2024","26.82","3.85",".89"
"NIFTY SMALLCAP 250","08 May 2024","27.76","3.96",".86"
"NIFTY SMALLCAP 250","07 May 2024","27.61","3.94",".87"
"NIFTY SMALLCAP 250","06 May 2024","28.2","4.01",".85"
"NIFTY SMALLCAP 250","03 May 2024","28.51","4.05",".85"
"NIFTY SMALLCAP 250","02 May 2024","28.87","4.07",".84"
"NIFTY SMALLCAP 250","30 Apr 2024","28.98","4.07",".84"
"NIFTY SMALLCAP 250","29 Apr 2024","29.1","4.07",".84"
"NIFTY SMALLCAP 250","26 Apr 2024","29.18","4.06",".87"
"NIFTY SMALLCAP 250","25 Apr 2024","29.05","4.06",".87"
"NIFTY SMALLCAP 250","24 Apr 2024","28.83","4.03",".88"
"NIFTY SMALLCAP 250","23 Apr 2024","28.65","4",".88"
"NIFTY SMALLCAP 250","22 Apr 2024","28.5","3.96",".8"
"NIFTY SMALLCAP 250","19 Apr 2024","28.12","3.92",".82"
"NIFTY SMALLCAP 250","18 Apr 2024","28.18","3.92",".81"
"NIFTY SMALLCAP 250","16 Apr 2024","28.18","3.92",".81"
"NIFTY SMALLCAP 250","15 Apr 2024","28.01","3.9",".82"
"NIFTY SMALLCAP 250","12 Apr 2024","28.44","3.96",".81"
"NIFTY SMALLCAP 250","10 Apr 2024","28.56","4.46","0.80"
"NIFTY SMALLCAP 250","09 Apr 2024","28.39","4.43","0.81"
"NIFTY SMALLCAP 250","08 Apr 2024","28.38","4.43","0.81"
"NIFTY SMALLCAP 250","05 Apr 2024","28.31","4.42","0.81"
"NIFTY SMALLCAP 250","04 Apr 2024","28.14","4.39","0.82"
"NIFTY SMALLCAP 250","03 Apr 2024","27.97","4.37","0.82"
"NIFTY SMALLCAP 250","02 Apr 2024","27.68","4.32","0.83"
"NIFTY SMALLCAP 250","01 Apr 2024","27.41","4.28","0.84"
"NIFTY SMALLCAP 250","28 Mar 2024","26.60","4.15","0.87"
"NIFTY SMALLCAP 250","27 Mar 2024","27.53","4.08","0.87"
"NIFTY SMALLCAP 250","26 Mar 2024","27.30","4.05","0.87"
"NIFTY SMALLCAP 250","22 Mar 2024","27.29","4.05","0.88"
"NIFTY SMALLCAP 250","21 Mar 2024","27.07","4.01","0.88"
"NIFTY SMALLCAP 250","20 Mar 2024","26.47","3.93","0.91"
"NIFTY SMALLCAP 250","19 Mar 2024","26.44","3.92","0.91"
"NIFTY SMALLCAP 250","18 Mar 2024","26.76","3.97","0.90"
"NIFTY SMALLCAP 250","15 Mar 2024","26.84","3.98","0.89"
"NIFTY SMALLCAP 250","14 Mar 2024","26.78","3.97","0.90"
"NIFTY SMALLCAP 250","13 Mar 2024","25.97","3.85","0.92"
"NIFTY SMALLCAP 250","12 Mar 2024","27.39","4.06","0.88"
"NIFTY SMALLCAP 250","11 Mar 2024","27.96","4.15","0.86"
"NIFTY SMALLCAP 250","07 Mar 2024","28.53","4.23","0.84"
"NIFTY SMALLCAP 250","06 Mar 2024","28.30","4.20","0.85"
"NIFTY SMALLCAP 250","05 Mar 2024","28.87","4.28","0.83"
"NIFTY SMALLCAP 250","04 Mar 2024","29.06","4.31","0.82"
"NIFTY SMALLCAP 250","02 Mar 2024","29.24","4.34","0.82"
"NIFTY SMALLCAP 250","01 Mar 2024","29.03","4.31","0.82"
"NIFTY SMALLCAP 250","29 Feb 2024","28.85","4.28","0.83"
"NIFTY SMALLCAP 250","28 Feb 2024","28.71","4.26","0.83"
"NIFTY SMALLCAP 250","27 Feb 2024","29.27","4.34","0.82"
"NIFTY SMALLCAP 250","26 Feb 2024","28.81","4.33","0.82"
"NIFTY SMALLCAP 250","23 Feb 2024","28.85","4.34","0.84"
"NIFTY SMALLCAP 250","22 Feb 2024","28.69","4.31","0.83"
"NIFTY SMALLCAP 250","21 Feb 2024","28.52","4.29","0.84"
"NIFTY SMALLCAP 250","20 Feb 2024","28.74","4.32","0.83"
"NIFTY SMALLCAP 250","19 Feb 2024","28.85","4.34","0.83"
"NIFTY SMALLCAP 250","16 Feb 2024","28.60","4.32","0.86"
"NIFTY SMALLCAP 250","15 Feb 2024","28.29","4.29","0.84"
"NIFTY SMALLCAP 250","14 Feb 2024","27.93","4.24","0.85"
"NIFTY SMALLCAP 250","13 Feb 2024","27.54","4.19","0.86"
"NIFTY SMALLCAP 250","12 Feb 2024","27.39","4.17","0.96"
"NIFTY SMALLCAP 250","09 Feb 2024","28.52","4.32","0.93"
"NIFTY SMALLCAP 250","08 Feb 2024","28.91","4.38","0.91"
"NIFTY SMALLCAP 250","07 Feb 2024","29.11","4.40","0.90"
"NIFTY SMALLCAP 250","06 Feb 2024","29.07","4.38","0.91"
"NIFTY SMALLCAP 250","05 Feb 2024","28.87","4.34","0.92"
"NIFTY SMALLCAP 250","02 Feb 2024","28.82","4.34","0.92"
"NIFTY SMALLCAP 250","01 Feb 2024","28.71","4.31","0.92"
"NIFTY SMALLCAP 250","31 Jan 2024","28.76","4.31","0.83"
"NIFTY SMALLCAP 250","30 Jan 2024","28.22","4.22","0.85"
"NIFTY SMALLCAP 250","29 Jan 2024","28.19","4.21","0.85"
"NIFTY SMALLCAP 250","25 Jan 2024","27.99","4.16","0.86"
"NIFTY SMALLCAP 250","24 Jan 2024","27.92","4.14","0.86"
"NIFTY SMALLCAP 250","23 Jan 2024","27.58","4.07","0.88"
"NIFTY SMALLCAP 250","20 Jan 2024","28.38","4.18","0.85"
"NIFTY SMALLCAP 250","19 Jan 2024","28.26","4.16","0.85"
"NIFTY SMALLCAP 250","18 Jan 2024","28.01","4.12","0.86"
"NIFTY SMALLCAP 250","17 Jan 2024","28.05","4.12","0.86"
"NIFTY SMALLCAP 250","16 Jan 2024","28.37","4.16","0.86"
"NIFTY SMALLCAP 250","15 Jan 2024","28.45","4.18","0.85"
"NIFTY SMALLCAP 250","12 Jan 2024","28.39","4.17","0.85"
"NIFTY SMALLCAP 250","11 Jan 2024","28.28","4.15","0.86"
"NIFTY SMALLCAP 250","10 Jan 2024","28.03","4.12","0.86"
"NIFTY SMALLCAP 250","09 Jan 2024","27.97","4.11","0.87"
"NIFTY SMALLCAP 250","08 Jan 2024","27.87","4.09","0.87"
"NIFTY SMALLCAP 250","05 Jan 2024","28.04","4.12","0.86"
"NIFTY SMALLCAP 250","04 Jan 2024","27.85","4.09","0.87"
"NIFTY SMALLCAP 250","03 Jan 2024","27.57","4.05","0.88"
"NIFTY SMALLCAP 250","02 Jan 2024","27.53","4.04","0.88"
"NIFTY SMALLCAP 250","01 Jan 2024","27.54","4.05","0.88"
"NIFTY SMALLCAP 250","29 Dec 2023","27.37","4.02","0.89"
"NIFTY SMALLCAP 250","28 Dec 2023","26.99","3.97","0.90"
"NIFTY SMALLCAP 250","27 Dec 2023","26.83","3.95","0.90"
"NIFTY SMALLCAP 250","26 Dec 2023","26.75","3.93","0.91"
"NIFTY SMALLCAP 250","22 Dec 2023","26.67","3.92","0.91"
"NIFTY SMALLCAP 250","21 Dec 2023","26.40","3.88","0.92"
"NIFTY SMALLCAP 250","20 Dec 2023","25.96","3.82","0.93"
"NIFTY SMALLCAP 250","19 Dec 2023","26.86","3.95","0.90"
"NIFTY SMALLCAP 250","18 Dec 2023","26.84","3.95","0.90"
"NIFTY SMALLCAP 250","15 Dec 2023","26.73","3.93","0.91"
"NIFTY SMALLCAP 250","14 Dec 2023","26.54","3.90","0.92"
"NIFTY SMALLCAP 250","13 Dec 2023","26.33","3.87","0.92"
"NIFTY SMALLCAP 250","12 Dec 2023","26.17","3.85","0.92"
"NIFTY SMALLCAP 250","11 Dec 2023","26.20","3.85","0.92"
"NIFTY SMALLCAP 250","08 Dec 2023","26.05","3.83","0.93"
"NIFTY SMALLCAP 250","07 Dec 2023","26.28","3.86","0.92"
"NIFTY SMALLCAP 250","06 Dec 2023","26.20","3.85","0.93"
"NIFTY SMALLCAP 250","05 Dec 2023","26.13","3.84","0.93"
"NIFTY SMALLCAP 250","04 Dec 2023","26.09","3.84","0.93"
"NIFTY SMALLCAP 250","01 Dec 2023","25.77","3.79","0.94"
"NIFTY SMALLCAP 250","30 Nov 2023","25.63","3.77","0.95"
"NIFTY SMALLCAP 250","29 Nov 2023","25.36","3.73","0.96"
"NIFTY SMALLCAP 250","28 Nov 2023","25.17","3.70","0.97"
"NIFTY SMALLCAP 250","24 Nov 2023","25.11","3.69","0.97"
"NIFTY SMALLCAP 250","23 Nov 2023","25.07","3.69","0.97"
"NIFTY SMALLCAP 250","22 Nov 2023","24.94","3.67","0.98"
"NIFTY SMALLCAP 250","21 Nov 2023","25.16","3.70","0.97"
"NIFTY SMALLCAP 250","20 Nov 2023","25.11","3.69","0.96"
"NIFTY SMALLCAP 250","17 Nov 2023","25.10","3.69","0.96"
"NIFTY SMALLCAP 250","16 Nov 2023","25.01","3.68","0.96"
"NIFTY SMALLCAP 250","15 Nov 2023","24.94","3.66","0.97"
"NIFTY SMALLCAP 250","13 Nov 2023","24.64","3.62","0.98"
"NIFTY SMALLCAP 250","12 Nov 2023","24.70","3.61","0.99"
"NIFTY SMALLCAP 250","10 Nov 2023","24.39","3.57","1.00"
"NIFTY SMALLCAP 250","09 Nov 2023","24.50","3.55","1.00"
"NIFTY SMALLCAP 250","08 Nov 2023","24.55","3.56","0.99"
"NIFTY SMALLCAP 250","07 Nov 2023","24.32","3.54","0.98"
"NIFTY SMALLCAP 250","06 Nov 2023","24.24","3.52","0.98"
"NIFTY SMALLCAP 250","03 Nov 2023","23.96","3.49","0.99"
"NIFTY SMALLCAP 250","02 Nov 2023","23.72","3.20","1.00"
"NIFTY SMALLCAP 250","01 Nov 2023","23.66","3.16","1.02"
"NIFTY SMALLCAP 250","31 Oct 2023","23.46","3.17","1.01"
"NIFTY SMALLCAP 250","30 Oct 2023","23.54","3.18","1.02"
"NIFTY SMALLCAP 250","27 Oct 2023","23.65","3.18","1.02"
"NIFTY SMALLCAP 250","26 Oct 2023","23.21","3.12","1.04"
"NIFTY SMALLCAP 250","25 Oct 2023","23.26","3.12","1.04"
"NIFTY SMALLCAP 250","23 Oct 2023","23.58","3.14","1.04"
"NIFTY SMALLCAP 250","20 Oct 2023","24.67","3.26","1.00"
"NIFTY SMALLCAP 250","19 Oct 2023","24.87","3.29","0.99"
"NIFTY SMALLCAP 250","18 Oct 2023","24.90","3.28","0.99"
"NIFTY SMALLCAP 250","17 Oct 2023","25.11","3.30","0.99"
"NIFTY SMALLCAP 250","16 Oct 2023","24.94","3.27","0.99"
"NIFTY SMALLCAP 250","13 Oct 2023","24.89","3.26","0.99"
"NIFTY SMALLCAP 250","12 Oct 2023","24.93","3.27","0.99"
"NIFTY SMALLCAP 250","11 Oct 2023","24.75","3.25","1.00"
"NIFTY SMALLCAP 250","10 Oct 2023","24.58","3.23","1.01"
"NIFTY SMALLCAP 250","09 Oct 2023","24.31","3.19","1.02"
"NIFTY SMALLCAP 250","06 Oct 2023","24.71","3.24","1.00"
"NIFTY SMALLCAP 250","05 Oct 2023","24.55","3.22","1.01"
"NIFTY SMALLCAP 250","04 Oct 2023","24.41","3.20","1.01"
"NIFTY SMALLCAP 250","03 Oct 2023","24.69","3.24","1.00"
"NIFTY SMALLCAP 250","29 Sep 2023","24.54","3.22","1.05"
"NIFTY SMALLCAP 250","28 Sep 2023","24.48","3.50","1.06"
"NIFTY SMALLCAP 250","27 Sep 2023","24.56","3.51","1.06"
"NIFTY SMALLCAP 250","26 Sep 2023","24.38","3.65","1.07"
"NIFTY SMALLCAP 250","25 Sep 2023","24.29","3.63","1.07"
"NIFTY SMALLCAP 250","22 Sep 2023","24.26","3.63","1.07"
"NIFTY SMALLCAP 250","21 Sep 2023","24.26","3.63","1.07"
"NIFTY SMALLCAP 250","20 Sep 2023","24.53","3.67","1.07"
"NIFTY SMALLCAP 250","18 Sep 2023","24.67","3.69","1.08"
"NIFTY SMALLCAP 250","15 Sep 2023","24.80","3.71","1.04"
"NIFTY SMALLCAP 250","14 Sep 2023","24.74","3.70","1.04"
"NIFTY SMALLCAP 250","13 Sep 2023","24.44","3.65","1.05"
"NIFTY SMALLCAP 250","12 Sep 2023","24.20","3.62","1.06"
"NIFTY SMALLCAP 250","11 Sep 2023","25.18","3.76","1.02"
"NIFTY SMALLCAP 250","08 Sep 2023","24.93","3.73","1.04"
"NIFTY SMALLCAP 250","07 Sep 2023","24.79","3.71","1.04"
"NIFTY SMALLCAP 250","06 Sep 2023","24.64","3.69","1.04"
"NIFTY SMALLCAP 250","05 Sep 2023","24.62","3.68","1.04"
"NIFTY SMALLCAP 250","04 Sep 2023","24.47","3.67","1.05"
"NIFTY SMALLCAP 250","01 Sep 2023","24.22","3.64","1.06"
"NIFTY SMALLCAP 250","31 Aug 2023","24.05","3.65","1.06"
"NIFTY SMALLCAP 250","30 Aug 2023","23.73","3.60","1.07"
"NIFTY SMALLCAP 250","29 Aug 2023","23.52","3.57","1.08"
"NIFTY SMALLCAP 250","28 Aug 2023","23.37","3.62","1.08"
"NIFTY SMALLCAP 250","25 Aug 2023","23.27","3.73","1.09"
"NIFTY SMALLCAP 250","24 Aug 2023","23.33","3.74","1.06"
"NIFTY SMALLCAP 250","23 Aug 2023","23.36","3.78","1.06"
"NIFTY SMALLCAP 250","22 Aug 2023","23.19","3.75","1.07"
"NIFTY SMALLCAP 250","21 Aug 2023","22.95","3.73","1.08"
"NIFTY SMALLCAP 250","18 Aug 2023","22.76","3.70","1.09"
"NIFTY SMALLCAP 250","17 Aug 2023","22.82","3.71","1.08"
"NIFTY SMALLCAP 250","16 Aug 2023","22.78","3.70","1.09"
"NIFTY SMALLCAP 250","14 Aug 2023","22.66","3.68","1.09"
"NIFTY SMALLCAP 250","11 Aug 2023","22.80","3.71","1.07"
"NIFTY SMALLCAP 250","10 Aug 2023","23.05","3.72","1.09"
"NIFTY SMALLCAP 250","09 Aug 2023","22.87","3.73","1.09"
"NIFTY SMALLCAP 250","08 Aug 2023","22.74","3.71","1.10"
"NIFTY SMALLCAP 250","07 Aug 2023","22.61","3.70","1.09"
"NIFTY SMALLCAP 250","04 Aug 2023","22.64","3.69","1.10"
"NIFTY SMALLCAP 250","03 Aug 2023","22.54","3.67","1.09"
"NIFTY SMALLCAP 250","02 Aug 2023","22.47","3.66","1.09"
"NIFTY SMALLCAP 250","01 Aug 2023","22.76","3.71","1.07"
"NIFTY SMALLCAP 250","31 Jul 2023","22.67","3.70","1.07"
"NIFTY SMALLCAP 250","28 Jul 2023","22.49","3.66","1.08"
"NIFTY SMALLCAP 250","27 Jul 2023","21.80","3.65","1.05"
"NIFTY SMALLCAP 250","26 Jul 2023","21.77","3.64","1.06"
"NIFTY SMALLCAP 250","25 Jul 2023","21.71","3.63","1.06"
"NIFTY SMALLCAP 250","24 Jul 2023","21.77","3.64","1.06"
"NIFTY SMALLCAP 250","21 Jul 2023","21.76","3.63","1.06"
"NIFTY SMALLCAP 250","20 Jul 2023","21.71","3.62","1.05"
"NIFTY SMALLCAP 250","19 Jul 2023","21.66","3.61","1.05"
"NIFTY SMALLCAP 250","18 Jul 2023","21.56","3.59","1.07"
"NIFTY SMALLCAP 250","17 Jul 2023","21.74","3.61","1.05"
"NIFTY SMALLCAP 250","14 Jul 2023","21.61","3.59","1.07"
"NIFTY SMALLCAP 250","13 Jul 2023","21.33","3.54","1.12"
"NIFTY SMALLCAP 250","12 Jul 2023","21.48","3.56","1.11"
"NIFTY SMALLCAP 250","11 Jul 2023","21.37","3.55","1.12"
"NIFTY SMALLCAP 250","10 Jul 2023","21.17","3.51","1.13"
"NIFTY SMALLCAP 250","07 Jul 2023","21.24","3.53","1.13"
"NIFTY SMALLCAP 250","06 Jul 2023","21.31","3.54","1.09"
"NIFTY SMALLCAP 250","05 Jul 2023","21.13","3.51","1.09"
"NIFTY SMALLCAP 250","04 Jul 2023","21.00","3.49","1.09"
"NIFTY SMALLCAP 250","03 Jul 2023","20.98","3.48","1.10"
"NIFTY SMALLCAP 250","30 Jun 2023","20.79","3.45","1.10"
"NIFTY SMALLCAP 250","28 Jun 2023","20.86","3.47","1.12"
"NIFTY SMALLCAP 250","27 Jun 2023","20.83","3.46","1.12"
"NIFTY SMALLCAP 250","26 Jun 2023","20.71","3.44","1.13"
"NIFTY SMALLCAP 250","23 Jun 2023","20.57","3.42","1.14"
"NIFTY SMALLCAP 250","22 Jun 2023","20.79","3.45","1.15"
"NIFTY SMALLCAP 250","21 Jun 2023","20.94","3.48","1.14"
"NIFTY SMALLCAP 250","20 Jun 2023","20.93","3.48","1.14"
"NIFTY SMALLCAP 250","19 Jun 2023","20.84","3.46","1.14"
"NIFTY SMALLCAP 250","16 Jun 2023","20.78","3.45","1.14"
"NIFTY SMALLCAP 250","15 Jun 2023","20.61","3.42","1.14"
"NIFTY SMALLCAP 250","14 Jun 2023","20.55","3.41","1.16"
"NIFTY SMALLCAP 250","13 Jun 2023","20.49","3.40","1.17"
"NIFTY SMALLCAP 250","12 Jun 2023","20.34","3.38","1.18"
"NIFTY SMALLCAP 250","09 Jun 2023","20.21","3.36","1.16"
"NIFTY SMALLCAP 250","08 Jun 2023","20.23","3.36","1.17"
"NIFTY SMALLCAP 250","07 Jun 2023","20.36","3.38","1.17"
"NIFTY SMALLCAP 250","06 Jun 2023","20.14","3.35","1.18"
"NIFTY SMALLCAP 250","05 Jun 2023","20.03","3.33","1.19"
"NIFTY SMALLCAP 250","02 Jun 2023","20.01","3.32","1.19"
"NIFTY SMALLCAP 250","01 Jun 2023","19.77","3.30","1.22"
"NIFTY SMALLCAP 250","31 May 2023","19.50","3.28","1.24"
"NIFTY SMALLCAP 250","30 May 2023","19.35","3.25","1.24"
"NIFTY SMALLCAP 250","29 May 2023","19.19","3.25","1.24"
"NIFTY SMALLCAP 250","26 May 2023","19.12","3.24","1.25"
"NIFTY SMALLCAP 250","25 May 2023","18.94","3.23","1.26"
"NIFTY SMALLCAP 250","24 May 2023","18.85","3.22","1.26"
"NIFTY SMALLCAP 250","23 May 2023","18.76","3.21","1.25"
"NIFTY SMALLCAP 250","22 May 2023","18.65","3.21","1.25"
"NIFTY SMALLCAP 250","19 May 2023","18.52","3.20","1.26"
"NIFTY SMALLCAP 250","18 May 2023","18.54","3.20","1.25"
"NIFTY SMALLCAP 250","17 May 2023","18.62","3.21","1.24"
"NIFTY SMALLCAP 250","16 May 2023","18.53","3.20","1.26"
"NIFTY SMALLCAP 250","15 May 2023","18.75","3.20","1.26"
"NIFTY SMALLCAP 250","12 May 2023","18.61","3.17","1.27"
"NIFTY SMALLCAP 250","11 May 2023","18.66","3.19","1.25"
"NIFTY SMALLCAP 250","10 May 2023","18.48","3.16","1.26"
"NIFTY SMALLCAP 250","09 May 2023","18.50","3.15","1.26"
"NIFTY SMALLCAP 250","08 May 2023","18.56","3.16","1.26"
"NIFTY SMALLCAP 250","05 May 2023","18.36","3.14","1.27"
"NIFTY SMALLCAP 250","04 May 2023","18.48","3.16","1.26"
"NIFTY SMALLCAP 250","03 May 2023","18.30","3.13","1.25"
"NIFTY SMALLCAP 250","02 May 2023","18.31","3.13","1.25"
"NIFTY SMALLCAP 250","28 Apr 2023","18.23","3.11","1.26"
"NIFTY SMALLCAP 250","27 Apr 2023","17.99","3.04","1.25"
"NIFTY SMALLCAP 250","26 Apr 2023","17.88","3.02","1.25"
"NIFTY SMALLCAP 250","25 Apr 2023","17.81","3.01","1.26"
"NIFTY SMALLCAP 250","24 Apr 2023","17.76","3.00","1.26"
"NIFTY SMALLCAP 250","21 Apr 2023","17.65","2.98","1.27"
"NIFTY SMALLCAP 250","20 Apr 2023","17.68","2.99","1.26"
"NIFTY SMALLCAP 250","19 Apr 2023","17.59","2.98","1.27"
"NIFTY SMALLCAP 250","18 Apr 2023","17.60","2.98","1.28"
"NIFTY SMALLCAP 250","17 Apr 2023","17.59","2.98","1.28"
"NIFTY SMALLCAP 250","13 Apr 2023","17.56","2.97","1.28"
"NIFTY SMALLCAP 250","12 Apr 2023","17.50","2.96","1.29"
"NIFTY SMALLCAP 250","11 Apr 2023","17.44","2.95","1.34"
"NIFTY SMALLCAP 250","10 Apr 2023","17.36","2.94","1.35"
"NIFTY SMALLCAP 250","06 Apr 2023","17.33","2.93","1.36"
"NIFTY SMALLCAP 250","05 Apr 2023","17.20","2.91","1.36"
"NIFTY SMALLCAP 250","03 Apr 2023","17.07","2.89","1.37"
"NIFTY SMALLCAP 250","31 Mar 2023","16.94","2.87","1.38"
"NIFTY SMALLCAP 250","29 Mar 2023","17.19","2.79","1.33"
"NIFTY SMALLCAP 250","28 Mar 2023","16.90","2.74","1.36"
"NIFTY SMALLCAP 250","27 Mar 2023","17.04","2.76","1.35"
"NIFTY SMALLCAP 250","24 Mar 2023","17.30","2.80","1.33"
"NIFTY SMALLCAP 250","23 Mar 2023","17.56","2.85","1.32"
"NIFTY SMALLCAP 250","22 Mar 2023","17.62","2.86","1.32"
"NIFTY SMALLCAP 250","21 Mar 2023","17.52","2.84","1.33"
"NIFTY SMALLCAP 250","20 Mar 2023","17.44","2.83","1.33"
"NIFTY SMALLCAP 250","17 Mar 2023","17.59","2.85","1.32"
"NIFTY SMALLCAP 250","16 Mar 2023","17.48","2.83","1.33"
"NIFTY SMALLCAP 250","15 Mar 2023","17.60","2.85","1.32"
"NIFTY SMALLCAP 250","14 Mar 2023","17.57","2.85","1.32"
"NIFTY SMALLCAP 250","13 Mar 2023","17.72","2.87","1.31"
"NIFTY SMALLCAP 250","10 Mar 2023","18.10","2.93","1.28"
"NIFTY SMALLCAP 250","09 Mar 2023","18.23","2.96","1.28"
"NIFTY SMALLCAP 250","08 Mar 2023","18.29","2.97","1.28"
"NIFTY SMALLCAP 250","06 Mar 2023","18.24","2.96","1.28"
"NIFTY SMALLCAP 250","03 Mar 2023","18.06","2.93","1.30"
"NIFTY SMALLCAP 250","02 Mar 2023","17.93","2.91","1.30"
"NIFTY SMALLCAP 250","01 Mar 2023","17.99","2.91","1.30"
"NIFTY SMALLCAP 250","28 Feb 2023","17.77","2.87","1.32"
"NIFTY SMALLCAP 250","27 Feb 2023","17.71","2.86","1.32"
"NIFTY SMALLCAP 250","24 Feb 2023","17.92","2.90","1.31"
"NIFTY SMALLCAP 250","23 Feb 2023","17.97","2.90","1.28"
"NIFTY SMALLCAP 250","22 Feb 2023","17.94","2.90","1.28"
"NIFTY SMALLCAP 250","21 Feb 2023","18.14","2.93","1.26"
"NIFTY SMALLCAP 250","20 Feb 2023","18.20","2.94","1.28"
"NIFTY SMALLCAP 250","17 Feb 2023","18.26","2.95","1.27"
"NIFTY SMALLCAP 250","16 Feb 2023","18.11","2.96","1.27"
"NIFTY SMALLCAP 250","15 Feb 2023","17.88","2.94","1.27"
"NIFTY SMALLCAP 250","14 Feb 2023","17.76","2.93","1.27"
"NIFTY SMALLCAP 250","13 Feb 2023","17.87","2.94","1.26"
"NIFTY SMALLCAP 250","10 Feb 2023","18.15","2.98","1.07"
"NIFTY SMALLCAP 250","09 Feb 2023","18.10","2.97","1.05"
"NIFTY SMALLCAP 250","08 Feb 2023","18.13","2.98","1.05"
"NIFTY SMALLCAP 250","07 Feb 2023","18.01","2.95","1.05"
"NIFTY SMALLCAP 250","06 Feb 2023","18.15","2.96","1.05"
"NIFTY SMALLCAP 250","03 Feb 2023","18.13","2.96","1.06"
"NIFTY SMALLCAP 250","02 Feb 2023","18.24","2.97","1.06"
"NIFTY SMALLCAP 250","01 Feb 2023","18.27","2.96","1.07"
"NIFTY SMALLCAP 250","31 Jan 2023","18.48","2.99","1.06"
"NIFTY SMALLCAP 250","30 Jan 2023","17.98","2.91","1.09"
"NIFTY SMALLCAP 250","27 Jan 2023","18.06","2.92","1.08"
"NIFTY SMALLCAP 250","25 Jan 2023","18.38","2.97","1.06"
"NIFTY SMALLCAP 250","24 Jan 2023","18.58","3.00","1.05"
"NIFTY SMALLCAP 250","23 Jan 2023","18.70","3.01","1.08"
"NIFTY SMALLCAP 250","20 Jan 2023","18.75","3.02","1.08"
"NIFTY SMALLCAP 250","19 Jan 2023","18.91","3.03","1.07"
"NIFTY SMALLCAP 250","18 Jan 2023","18.95","3.04","1.07"
"NIFTY SMALLCAP 250","17 Jan 2023","18.87","3.04","1.07"
"NIFTY SMALLCAP 250","16 Jan 2023","18.93","3.04","1.08"
"NIFTY SMALLCAP 250","13 Jan 2023","18.94","3.05","1.08"
"NIFTY SMALLCAP 250","12 Jan 2023","18.89","3.04","1.08"
"NIFTY SMALLCAP 250","11 Jan 2023","18.88","3.04","1.09"
"NIFTY SMALLCAP 250","10 Jan 2023","18.87","3.03","1.09"
"NIFTY SMALLCAP 250","09 Jan 2023","18.96","3.05","1.08"
"NIFTY SMALLCAP 250","06 Jan 2023","18.89","3.04","1.08"
"NIFTY SMALLCAP 250","05 Jan 2023","19.03","3.06","1.08"
"NIFTY SMALLCAP 250","04 Jan 2023","19.04","3.06","1.08"
"NIFTY SMALLCAP 250","03 Jan 2023","19.21","3.09","1.07"
"NIFTY SMALLCAP 250","02 Jan 2023","19.18","3.08","1.07"
"NIFTY SMALLCAP 250","30 Dec 2022","19.04","3.06","1.08"
"NIFTY SMALLCAP 250","29 Dec 2022","18.59","3.00","1.10"
"NIFTY SMALLCAP 250","28 Dec 2022","18.56","3.00","1.10"
"NIFTY SMALLCAP 250","27 Dec 2022","18.52","2.99","1.10"
"NIFTY SMALLCAP 250","26 Dec 2022","18.30","2.96","1.12"
"NIFTY SMALLCAP 250","23 Dec 2022","17.71","2.86","1.16"
"NIFTY SMALLCAP 250","22 Dec 2022","18.52","2.99","1.11"
"NIFTY SMALLCAP 250","21 Dec 2022","18.85","3.04","1.09"
"NIFTY SMALLCAP 250","20 Dec 2022","19.24","3.11","1.06"
"NIFTY SMALLCAP 250","19 Dec 2022","19.28","3.11","1.06"
"NIFTY SMALLCAP 250","16 Dec 2022","19.23","3.10","1.07"
"NIFTY SMALLCAP 250","15 Dec 2022","19.38","3.13","1.06"
"NIFTY SMALLCAP 250","14 Dec 2022","19.47","3.14","1.05"
"NIFTY SMALLCAP 250","13 Dec 2022","19.34","3.12","1.06"
"NIFTY SMALLCAP 250","12 Dec 2022","19.23","3.11","1.06"
"NIFTY SMALLCAP 250","09 Dec 2022","19.13","3.09","1.07"
"NIFTY SMALLCAP 250","08 Dec 2022","19.33","3.12","1.06"
"NIFTY SMALLCAP 250","07 Dec 2022","19.22","3.10","1.06"
"NIFTY SMALLCAP 250","06 Dec 2022","19.30","3.12","1.05"
"NIFTY SMALLCAP 250","05 Dec 2022","19.34","3.13","1.05"
"NIFTY SMALLCAP 250","02 Dec 2022","19.28","3.12","1.05"
"NIFTY SMALLCAP 250","01 Dec 2022","19.15","3.09","1.06"
"NIFTY SMALLCAP 250","30 Nov 2022","19.07","3.08","1.07"
"NIFTY SMALLCAP 250","29 Nov 2022","18.97","3.07","1.07"
"NIFTY SMALLCAP 250","28 Nov 2022","19.04","3.08","1.07"
"NIFTY SMALLCAP 250","25 Nov 2022","18.84","3.04","1.08"
"NIFTY SMALLCAP 250","24 Nov 2022","18.69","3.02","1.09"
"NIFTY SMALLCAP 250","23 Nov 2022","18.59","3.00","1.11"
"NIFTY SMALLCAP 250","22 Nov 2022","18.48","2.99","1.12"
"NIFTY SMALLCAP 250","21 Nov 2022","18.50","2.99","1.10"
"NIFTY SMALLCAP 250","18 Nov 2022","18.48","2.99","1.10"
"NIFTY SMALLCAP 250","17 Nov 2022","18.58","3.00","1.08"
"NIFTY SMALLCAP 250","16 Nov 2022","18.61","3.00","1.08"
"NIFTY SMALLCAP 250","15 Nov 2022","18.82","3.01","1.08"
